Currency,Units per HKD,HKD per unit,Date
CAD,0.160368802,6.235626819,2022-06-03
SGD,0.175423877,5.700478287,2022-06-03
CHF,0.122823712,8.141750344,2022-06-03
MXN,2.498541249,0.400233536,2022-06-03
PHP,6.749265976,0.14816426,2022-06-03
PLN,0.546368531,1.830266466,2022-06-03
PEN,0.472155685,2.117945481,2022-06-03
USD,0.127467397,7.845143322,2022-06-04
EUR,0.118916955,8.409229774,2022-06-04
GBP,0.1020487,9.799242898,2022-06-04
INR,9.895972918,0.101051206,2022-06-04
AUD,0.176871944,5.653807938,2022-06-04
CAD,0.160542762,6.228870027,2022-06-04
SGD,0.175291951,5.704768508,2022-06-04
CHF,0.122644486,8.153648241,2022-06-04
MXN,2.492386569,0.40122187,2022-06-04
PHP,6.746896729,0.14821629,2022-06-04
PLN,0.545469053,1.833284575,2022-06-04
PEN,0.471525297,2.120776988,2022-06-04
USD,0.127463301,7.845395422,2022-06-05
EUR,0.118906009,8.410003882,2022-06-05
GBP,0.102056123,9.798530196,2022-06-05
INR,9.894966133,0.101061488,2022-06-05
AUD,0.176686669,5.659736562,2022-06-05
CAD,0.160661212,6.224277688,2022-06-05
SGD,0.175140598,5.709698448,2022-06-05
CHF,0.122591335,8.157183374,2022-06-05
MXN,2.493221792,0.401087462,2022-06-05
PHP,6.746669581,0.14822128,2022-06-05
PLN,0.545047832,1.834701363,2022-06-05
PEN,0.471496783,2.120905243,2022-06-05
USD,0.127464625,7.845313918,2022-06-06
EUR,0.119161399,8.391979357,2022-06-06
GBP,0.10162771,9.83983598,2022-06-06
INR,9.918340971,0.100823313,2022-06-06
AUD,0.176891787,5.653173716,2022-06-06
CAD,0.160229436,6.241050489,2022-06-06
SGD,0.175370901,5.702200261,2022-06-06
CHF,0.123500119,8.097158208,2022-06-06
MXN,2.497790102,0.400353896,2022-06-06
PHP,6.738876441,0.14839269,2022-06-06
PLN,0.54655075,1.829656259,2022-06-06
PEN,0.47422605,2.108699003,2022-06-06
USD,0.127448684,7.846295231,2022-06-07
EUR,0.119150973,8.392713694,2022-06-07
GBP,0.101214434,9.880013779,2022-06-07
INR,9.898901335,0.101021312,2022-06-07
AUD,0.17676536,5.657216999,2022-06-07
CAD,0.159940603,6.252321048,2022-06-07
SGD,0.175190095,5.708085255,2022-06-07
CHF,0.124030986,8.062501392,2022-06-07
MXN,2.498354948,0.400263382,2022-06-07
PHP,6.736069838,0.148454518,2022-06-07
PLN,0.546021466,1.831429829,2022-06-07
PEN,0.477560267,2.093976548,2022-06-07
USD,0.127426507,7.847660779,2022-06-08
EUR,0.118647506,8.428327208,2022-06-08
GBP,0.101485404,9.853633702,2022-06-08
INR,9.893527558,0.101076183,2022-06-08
AUD,0.176530289,5.664750258,2022-06-08
CAD,0.15957673,6.266577824,2022-06-08
SGD,0.175179141,5.708442193,2022-06-08
CHF,0.124244563,8.048641959,2022-06-08
MXN,2.49355207,0.401034336,2022-06-08
PHP,6.750466818,0.148137903,2022-06-08
PLN,0.544214669,1.83751019,2022-06-08
PEN,0.477573245,2.093919647,2022-06-08
USD,0.127400849,7.849241285,2022-06-09
EUR,0.119547393,8.364883346,2022-06-09
GBP,0.101791953,9.823959276,2022-06-09
INR,9.918699131,0.100819673,2022-06-09
AUD,0.178909483,5.58941866,2022-06-09
CAD,0.161171024,6.204589251,2022-06-09
SGD,0.175880226,5.685687498,2022-06-09
CHF,0.124537859,8.029686794,2022-06-09
MXN,2.499289714,0.400113678,2022-06-09
PHP,6.748338742,0.148184618,2022-06-09
PLN,0.549772205,1.818935171,2022-06-09
PEN,0.478722058,2.088894764,2022-06-09
USD,0.127397032,7.849476428,2022-06-10
EUR,0.121097816,8.257787237,2022-06-10
GBP,0.103343884,9.676431374,2022-06-10
INR,9.94961961,0.100506355,2022-06-10
AUD,0.180681759,5.534593,2022-06-10
CAD,0.162885508,6.139281577,2022-06-10
SGD,0.176719607,5.65868167,2022-06-10
CHF,0.125969193,7.938448901,2022-06-10
MXN,2.537633355,0.39406796,2022-06-10
PHP,6.763159578,0.147859885,2022-06-10
PLN,0.559051231,1.788744832,2022-06-10
PEN,0.480754005,2.080065876,2022-06-10
USD,0.127393512,7.849693316,2022-06-11
EUR,0.121111864,8.256829436,2022-06-11
GBP,0.103443197,9.667141279,2022-06-11
INR,9.953585915,0.100466305,2022-06-11
AUD,0.180155653,5.550755599,2022-06-11
CAD,0.162829361,6.141398544,2022-06-11
SGD,0.176811416,5.6557434,2022-06-11
CHF,0.125790862,7.949703078,2022-06-11
MXN,2.537024874,0.394162474,2022-06-11
PHP,6.761008439,0.14790693,2022-06-11
PLN,0.557991012,1.792143563,2022-06-11
PEN,0.478819567,2.08846937,2022-06-11
USD,0.127394697,7.849620279,2022-06-12
EUR,0.121077481,8.259174153,2022-06-12
GBP,0.103434231,9.667979213,2022-06-12
INR,9.954438706,0.100457698,2022-06-12
AUD,0.180505696,5.539991381,2022-06-12
CAD,0.162839407,6.141019667,2022-06-12
SGD,0.176808765,5.65582819,2022-06-12
CHF,0.12584623,7.946205444,2022-06-12
MXN,2.542885309,0.393254071,2022-06-12
PHP,6.761698458,0.147891836,2022-06-12
PLN,0.557744088,1.792936979,2022-06-12
PEN,0.478587417,2.08948243,2022-06-12
USD,0.127385529,7.850185233,2022-06-13
EUR,0.12210246,8.189843156,2022-06-13
GBP,0.104672207,9.553634381,2022-06-13
INR,9.951048076,0.100491927,2022-06-13
AUD,0.183478924,5.450217279,2022-06-13
CAD,0.16376246,6.106405573,2022-06-13
SGD,0.177300814,5.640132038,2022-06-13
CHF,0.126979557,7.8752834,2022-06-13
MXN,2.60090373,0.384481743,2022-06-13
PHP,6.794232553,0.147183658,2022-06-13
PLN,0.568145907,1.760111247,2022-06-13
PEN,0.483066795,2.070107095,2022-06-13
USD,0.12738382,7.85029057,2022-06-14
EUR,0.122227374,8.181473354,2022-06-14
GBP,0.105806044,9.451255888,2022-06-14
INR,9.939728408,0.100606371,2022-06-14
AUD,0.184462907,5.421144102,2022-06-14
CAD,0.164681847,6.072314712,2022-06-14
SGD,0.177393537,5.637183957,2022-06-14
CHF,0.127540099,7.840671336,2022-06-14
MXN,2.628261002,0.380479716,2022-06-14
PHP,6.787457921,0.147330563,2022-06-14
PLN,0.569165523,1.756958141,2022-06-14
PEN,0.477362369,2.094844639,2022-06-14
USD,0.127390356,7.849887764,2022-06-15
EUR,0.122627292,8.154791532,2022-06-15
GBP,0.105641052,9.466017083,2022-06-15
INR,9.954237858,0.100459725,2022-06-15
AUD,0.183396787,5.45265823,2022-06-15
CAD,0.165220625,6.052513129,2022-06-15
SGD,0.177437779,5.635778372,2022-06-15
CHF,0.127675085,7.832381724,2022-06-15
MXN,2.63211267,0.379922946,2022-06-15
PHP,6.792143999,0.147228916,2022-06-15
PLN,0.573327416,1.744204048,2022-06-15
PEN,0.478535026,2.089711193,2022-06-15
USD,0.127390616,7.849871762,2022-06-16
EUR,0.121058383,8.260477113,2022-06-16
GBP,0.103256765,9.68459549,2022-06-16
INR,9.938129529,0.100622557,2022-06-16
AUD,0.182125601,5.490716274,2022-06-16
CAD,0.164679589,6.072397947,2022-06-16
SGD,0.17636101,5.670187543,2022-06-16
CHF,0.123128764,8.121579142,2022-06-16
MXN,2.618882603,0.38184224,2022-06-16
PHP,6.816498803,0.146702879,2022-06-16
PLN,0.572269812,1.747427487,2022-06-16
PEN,0.474781259,2.106233092,2022-06-16
USD,0.127395892,7.849546684,2022-06-17
EUR,0.12165904,8.219693299,2022-06-17
GBP,0.104419095,9.576792411,2022-06-17
INR,9.94003799,0.100603237,2022-06-17
AUD,0.184145317,5.430493776,2022-06-17
CAD,0.16626539,6.014480818,2022-06-17
SGD,0.177082666,5.647080108,2022-06-17
CHF,0.123795956,8.077808304,2022-06-17
MXN,2.603580313,0.384086481,2022-06-17
PHP,6.846266851,0.146065005,2022-06-17
PLN,0.570476771,1.752919752,2022-06-17
PEN,0.472567803,2.116098462,2022-06-17
USD,0.127389382,7.84994779,2022-06-18
EUR,0.121375593,8.23888869,2022-06-18
GBP,0.104189014,9.597940936,2022-06-18
INR,9.929945964,0.100705483,2022-06-18
AUD,0.183390533,5.452844173,2022-06-18
CAD,0.166008663,6.023782011,2022-06-18
SGD,0.177191306,5.643617748,2022-06-18
CHF,0.123635558,8.088288026,2022-06-18
MXN,2.595795576,0.385238348,2022-06-18
PHP,6.849755343,0.145990616,2022-06-18
PLN,0.567406461,1.762405029,2022-06-18
PEN,0.47294973,2.114389621,2022-06-18
USD,0.12739003,7.84990788,2022-06-19
EUR,0.121600482,8.223651622,2022-06-19
GBP,0.104199011,9.59702005,2022-06-19
INR,9.929899161,0.100705957,2022-06-19
AUD,0.183124926,5.460753046,2022-06-19
CAD,0.166435479,6.00833432,2022-06-19
SGD,0.17720239,5.64326476,2022-06-19
CHF,0.12367633,8.085621582,2022-06-19
MXN,2.608208168,0.38340498,2022-06-19
PHP,6.849596423,0.145994003,2022-06-19
PLN,0.567265498,1.762842979,2022-06-19
PEN,0.472717861,2.115426734,2022-06-19
USD,0.127386983,7.850095649,2022-06-20
EUR,0.120883881,8.272401513,2022-06-20
GBP,0.103993802,9.615957717,2022-06-20
INR,9.925937272,0.100746153,2022-06-20
AUD,0.182524643,5.478712277,2022-06-20
CAD,0.165377486,6.046772295,2022-06-20
SGD,0.176752519,5.657628011,2022-06-20
CHF,0.123037759,8.127586236,2022-06-20
MXN,2.578135871,0.387877152,2022-06-20
PHP,6.893195446,0.1450706,2022-06-20
PLN,0.562304337,1.778396385,2022-06-20
PEN,0.47364145,2.111301702,2022-06-20
USD,0.127392442,7.849759243,2022-06-21
EUR,0.120760323,8.280865544,2022-06-21
GBP,0.103779079,9.635853491,2022-06-21
INR,9.948789279,0.100514743,2022-06-21
AUD,0.182684547,5.473916753,2022-06-21
CAD,0.164693986,6.071867138,2022-06-21
SGD,0.176438512,5.667696865,2022-06-21
CHF,0.123069315,8.125502299,2022-06-21
MXN,2.572702814,0.388696275,2022-06-21
PHP,6.909959861,0.144718641,2022-06-21
PLN,0.560077626,1.785466789,2022-06-21
PEN,0.473973537,2.109822431,2022-06-21
USD,0.127393267,7.849708386,2022-06-22
EUR,0.120366015,8.307992918,2022-06-22
GBP,0.103744653,9.63905103,2022-06-22
INR,9.968398296,0.100317019,2022-06-22
AUD,0.183746593,5.442277771,2022-06-22
CAD,0.164759402,6.069456365,2022-06-22
SGD,0.176739982,5.658029318,2022-06-22
CHF,0.122499548,8.1632954,2022-06-22
MXN,2.553665912,0.391593902,2022-06-22
PHP,6.922628401,0.144453803,2022-06-22
PLN,0.565409153,1.768630725,2022-06-22
PEN,0.474984915,2.105330019,2022-06-22
USD,0.127404334,7.849026524,2022-06-23
EUR,0.121234922,8.248448384,2022-06-23
GBP,0.104065448,9.609337387,2022-06-23
INR,9.95613926,0.10044054,2022-06-23
AUD,0.184739501,5.413027496,2022-06-23
CAD,0.165371578,6.046988321,2022-06-23
SGD,0.177101784,5.646470518,2022-06-23
CHF,0.122373909,8.171676532,2022-06-23
MXN,2.550337306,0.392104996,2022-06-23
PHP,6.952891079,0.143825063,2022-06-23
PLN,0.570520898,1.752784172,2022-06-23
PEN,0.477008816,2.096397313,2022-06-23
USD,0.127402581,7.849134569,2022-06-24
EUR,0.120883998,8.272393523,2022-06-24
GBP,0.103813138,9.632692156,2022-06-24
INR,9.971029143,0.10029055,2022-06-24
AUD,0.1834289,5.451703628,2022-06-24
CAD,0.164597154,6.075439188,2022-06-24
SGD,0.176646563,5.661021539,2022-06-24
CHF,0.121922338,8.201942445,2022-06-24
MXN,2.536433703,0.394254342,2022-06-24
PHP,6.995751321,0.142943903,2022-06-24
PLN,0.566905136,1.763963556,2022-06-24
PEN,0.480123193,2.082798778,2022-06-24
USD,0.127401034,7.849229883,2022-06-25
EUR,0.120691824,8.285565414,2022-06-25
GBP,0.103815462,9.632476551,2022-06-25
INR,9.971050279,0.100290338,2022-06-25
AUD,0.183465013,5.450630532,2022-06-25
CAD,0.16428521,6.086975212,2022-06-25
SGD,0.176848308,5.654563564,2022-06-25
CHF,0.122161188,8.185905973,2022-06-25
MXN,2.531098006,0.395085452,2022-06-25
PHP,6.996060587,0.142937584,2022-06-25
PLN,0.565639312,1.767911067,2022-06-25
PEN,0.480183977,2.082535129,2022-06-25
USD,0.127400094,7.849287791,2022-06-26
EUR,0.120674161,8.286778175,2022-06-26
GBP,0.10385119,9.629162634,2022-06-26
INR,9.969626584,0.10030466,2022-06-26
AUD,0.183781207,5.441252759,2022-06-26
CAD,0.164255388,6.088080362,2022-06-26
SGD,0.177051156,5.648085136,2022-06-26
CHF,0.122210957,8.182572393,2022-06-26
MXN,2.531126817,0.395080955,2022-06-26
PHP,6.996166353,0.142935423,2022-06-26
PLN,0.565590336,1.768064155,2022-06-26
PEN,0.48042765,2.081478867,2022-06-26
USD,0.12747131,7.844902525,2022-06-27
EUR,0.120239084,8.316763266,2022-06-27
GBP,0.103611178,9.65146833,2022-06-27
INR,9.999688912,0.100003111,2022-06-27
AUD,0.18369037,5.443943518,2022-06-27
CAD,0.164107086,6.093582097,2022-06-27
SGD,0.176445556,5.667470583,2022-06-27
CHF,0.121759768,8.21289342,2022-06-27
MXN,2.534427431,0.394566437,2022-06-27
PHP,6.993225047,0.142995541,2022-06-27
PLN,0.563674181,1.774074517,2022-06-27
PEN,0.482799273,2.071254155,2022-06-27
USD,0.127418086,7.848179404,2022-06-28
EUR,0.120919509,8.269964144,2022-06-28
GBP,0.104399315,9.578606927,2022-06-28
INR,10.06681159,0.099336318,2022-06-28
AUD,0.184173479,5.42966342,2022-06-28
CAD,0.164141522,6.092303672,2022-06-28
SGD,0.176736344,5.658145796,2022-06-28
CHF,0.121838295,8.207600056,2022-06-28
MXN,2.546195196,0.392742867,2022-06-28
PHP,6.976811295,0.143331955,2022-06-28
PLN,0.567418667,1.762367116,2022-06-28
PEN,0.481807677,2.07551695,2022-06-28
USD,0.127433429,7.847234469,2022-06-29
EUR,0.121664853,8.219300599,2022-06-29
GBP,0.104911866,9.531810227,2022-06-29
INR,10.04985488,0.099503924,2022-06-29
AUD,0.185116914,5.401991533,2022-06-29
CAD,0.163974848,6.098496259,2022-06-29
SGD,0.177411881,5.636601073,2022-06-29
CHF,0.121629285,8.2217042,2022-06-29
MXN,2.570951698,0.388961022,2022-06-29
PHP,7.003842648,0.142778764,2022-06-29
PLN,0.568626043,1.758625044,2022-06-29
PEN,0.482029156,2.074563309,2022-06-29
USD,0.127,7.847,2022-06-30
EUR,0.122,8.201,2022-06-30
GBP,0.105,9.531,2022-06-30
INR,10.071,0.099,2022-06-30
AUD,0.185,5.408,2022-06-30
CAD,0.164,6.086,2022-06-30
SGD,0.177,5.64,2022-06-30
CHF,0.122,8.213,2022-06-30
MXN,2.571,0.389,2022-06-30
PHP,7.005,0.143,2022-06-30
PLN,0.571,1.75,2022-06-30
PEN,0.486,2.059,2022-06-30
USD,0.127449043,7.846273136,2022-07-01
EUR,0.122415904,8.168873254,2022-07-01
GBP,0.105759679,9.455399336,2022-07-01
INR,10.0563167,0.099439987,2022-07-01
AUD,0.187704779,5.327514871,2022-07-01
CAD,0.164602561,6.075239634,2022-07-01
SGD,0.178107701,5.614580375,2022-07-01
CHF,0.122633931,8.154350025,2022-07-01
MXN,2.589562254,0.386165653,2022-07-01
PHP,7.026119682,0.14232607,2022-07-01
PLN,0.575506424,1.737600067,2022-07-01
PEN,0.489880451,2.041314363,2022-07-01
USD,0.127444555,7.846549442,2022-07-02
EUR,0.122222872,8.181774689,2022-07-02
GBP,0.105333898,9.493619955,2022-07-02
INR,10.06153341,0.099388429,2022-07-02
AUD,0.186999883,5.347596922,2022-07-02
CAD,0.164380753,6.083437281,2022-07-02
SGD,0.177951354,5.619513281,2022-07-02
CHF,0.122270198,8.178607857,2022-07-02
MXN,2.586006445,0.386696639,2022-07-02
PHP,7.02736902,0.142300767,2022-07-02
PLN,0.573478001,1.743746052,2022-07-02
PEN,0.487876133,2.049700595,2022-07-02
USD,0.1274476,7.846361964,2022-07-03
EUR,0.122227999,8.1814315,2022-07-03
GBP,0.105313348,9.495472472,2022-07-03
INR,10.06231051,0.099380753,2022-07-03
AUD,0.186658077,5.357389383,2022-07-03
CAD,0.164187766,6.090587771,2022-07-03
SGD,0.177942143,5.61980419,2022-07-03
CHF,0.122227174,8.181486696,2022-07-03
MXN,2.594864423,0.385376589,2022-07-03
PHP,7.029008491,0.142267576,2022-07-03
PLN,0.573951042,1.742308886,2022-07-03
PEN,0.488697395,2.046256048,2022-07-03
USD,0.127458428,7.845695372,2022-07-04
EUR,0.122227028,8.181496459,2022-07-04
GBP,0.105254571,9.500775011,2022-07-04
INR,10.06252012,0.099378683,2022-07-04
AUD,0.185737612,5.383939157,2022-07-04
CAD,0.164165948,6.091397241,2022-07-04
SGD,0.177911928,5.620758611,2022-07-04
CHF,0.122475303,8.164911413,2022-07-04
MXN,2.585386898,0.386789304,2022-07-04
PHP,7.011936891,0.142613948,2022-07-04
PLN,0.576803694,1.733692088,2022-07-04
PEN,0.488148249,2.048557997,2022-07-04
USD,0.127444837,7.846532041,2022-07-05
EUR,0.124240075,8.048932668,2022-07-05
GBP,0.106765526,9.366319228,2022-07-05
INR,10.0994307,0.099015482,2022-07-05
AUD,0.1881371,5.315272757,2022-07-05
CAD,0.166492102,6.006290902,2022-07-05
SGD,0.179228552,5.579468149,2022-07-05
CHF,0.123469993,8.099133838,2022-07-05
MXN,2.618673186,0.381872776,2022-07-05
PHP,7.064659933,0.14154963,2022-07-05
PLN,0.592646408,1.687346766,2022-07-05
PEN,0.489319595,2.043654107,2022-07-05
USD,0.127442065,7.846702764,2022-07-06
EUR,0.125338034,7.978424175,2022-07-06
GBP,0.107097479,9.337287917,2022-07-06
INR,10.07486714,0.099256892,2022-07-06
AUD,0.188162279,5.314561484,2022-07-06
CAD,0.166391077,6.009937677,2022-07-06
SGD,0.179206826,5.580144587,2022-07-06
CHF,0.123831268,8.075504819,2022-07-06
MXN,2.638074133,0.379064404,2022-07-06
PHP,7.121611877,0.140417649,2022-07-06
PLN,0.601285408,1.663103722,2022-07-06
PEN,0.493331798,2.027033334,2022-07-06
USD,0.127427721,7.847585978,2022-07-07
EUR,0.125470749,7.969985094,2022-07-07
GBP,0.106258727,9.4109917,2022-07-07
INR,10.08407901,0.09916622,2022-07-07
AUD,0.186674005,5.356932264,2022-07-07
CAD,0.165481275,6.042979803,2022-07-07
SGD,0.178513371,5.601821279,2022-07-07
CHF,0.124045747,8.061541996,2022-07-07
MXN,2.62588447,0.380824066,2022-07-07
PHP,7.131796524,0.140217124,2022-07-07
PLN,0.600097054,1.666397116,2022-07-07
PEN,0.495131397,2.019665903,2022-07-07
USD,0.127416385,7.848284188,2022-07-08
EUR,0.125209025,7.986644756,2022-07-08
GBP,0.105910572,9.441928016,2022-07-08
INR,10.09873932,0.099022261,2022-07-08
AUD,0.185854098,5.380564703,2022-07-08
CAD,0.164965747,6.06186445,2022-07-08
SGD,0.178217138,5.611132648,2022-07-08
CHF,0.124589956,8.026329212,2022-07-08
MXN,2.605109306,0.383861052,2022-07-08
PHP,7.112161671,0.140604228,2022-07-08
PLN,0.598425816,1.671050903,2022-07-08
PEN,0.496336016,2.014764127,2022-07-08
USD,0.127404515,7.849015414,2022-07-09
EUR,0.125094738,7.993941337,2022-07-09
GBP,0.105860826,9.446364986,2022-07-09
INR,10.09896619,0.099020036,2022-07-09
AUD,0.185699016,5.385058164,2022-07-09
CAD,0.16508047,6.057651762,2022-07-09
SGD,0.178185788,5.612119848,2022-07-09
CHF,0.124421799,8.037176799,2022-07-09
MXN,2.606775679,0.383615671,2022-07-09
PHP,7.128753367,0.140276981,2022-07-09
PLN,0.596910559,1.675292864,2022-07-09
PEN,0.486928833,2.053688205,2022-07-09
USD,0.127402069,7.849166096,2022-07-10
EUR,0.125001243,7.999920429,2022-07-10
GBP,0.105883929,9.444303883,2022-07-10
INR,10.10245791,0.098985812,2022-07-10
AUD,0.186130791,5.372566206,2022-07-10
CAD,0.164921836,6.063478444,2022-07-10
SGD,0.178273339,5.609363733,2022-07-10
CHF,0.124434627,8.036348284,2022-07-10
MXN,2.606153811,0.383707207,2022-07-10
PHP,7.115807965,0.140532179,2022-07-10
PLN,0.596634156,1.676068977,2022-07-10
PEN,0.495543446,2.017986531,2022-07-10
USD,0.127392687,7.849744126,2022-07-11
EUR,0.126318815,7.916477039,2022-07-11
GBP,0.107019996,9.34404818,2022-07-11
INR,10.12448269,0.098770479,2022-07-11
AUD,0.188758544,5.297773426,2022-07-11
CAD,0.165366057,6.047190188,2022-07-11
SGD,0.178815733,5.592349065,2022-07-11
CHF,0.124783065,8.013907996,2022-07-11
MXN,2.642077875,0.378489979,2022-07-11
PHP,7.137544992,0.140104196,2022-07-11
PLN,0.607088256,1.647206958,2022-07-11
PEN,0.501537789,1.993867705,2022-07-11
USD,0.127393988,7.849664009,2022-07-12
EUR,0.126557817,7.901526912,2022-07-12
GBP,0.107009336,9.344979055,2022-07-12
INR,10.12234424,0.098791345,2022-07-12
AUD,0.188164247,5.314505894,2022-07-12
CAD,0.165685912,6.035516178,2022-07-12
SGD,0.179135401,5.582369492,2022-07-12
CHF,0.125018243,7.998832637,2022-07-12
MXN,2.643994964,0.378215546,2022-07-12
PHP,7.179939566,0.139276938,2022-07-12
PLN,0.610110498,1.639047358,2022-07-12
PEN,0.505391565,1.978663813,2022-07-12
USD,0.127390641,7.849870237,2022-07-13
EUR,0.126379492,7.91267623,2022-07-13
GBP,0.106893559,9.355100613,2022-07-13
INR,10.15202898,0.098502477,2022-07-13
AUD,0.187777712,5.325445666,2022-07-13
CAD,0.165048642,6.058819904,2022-07-13
SGD,0.178933678,5.588662872,2022-07-13
CHF,0.124652124,8.022326177,2022-07-13
MXN,2.642308308,0.378456971,2022-07-13
PHP,7.170584978,0.139458636,2022-07-13
PLN,0.609322401,1.641167301,2022-07-13
PEN,0.50368468,1.9853691,2022-07-13
USD,0.127394514,7.849631551,2022-07-14
EUR,0.127059205,7.870346755,2022-07-14
GBP,0.107733138,9.282195006,2022-07-14
INR,10.18283795,0.09820445,2022-07-14
AUD,0.188955209,5.292259498,2022-07-14
CAD,0.166903611,5.991482103,2022-07-14
SGD,0.17872647,5.59514212,2022-07-14
CHF,0.125229545,7.985336042,2022-07-14
MXN,2.658631938,0.376133298,2022-07-14
PHP,7.175676359,0.139359685,2022-07-14
PLN,0.611453781,1.635446589,2022-07-14
PEN,0.503645654,1.985522939,2022-07-14
USD,0.127392039,7.849784061,2022-07-15
EUR,0.12621658,7.922889401,2022-07-15
GBP,0.107358871,9.314553961,2022-07-15
INR,10.16281896,0.098397896,2022-07-15
AUD,0.187493076,5.333530281,2022-07-15
CAD,0.166115879,6.019894105,2022-07-15
SGD,0.178254067,5.609970191,2022-07-15
CHF,0.124496597,8.032348037,2022-07-15
MXN,2.621887519,0.381404615,2022-07-15
PHP,7.173084453,0.139410041,2022-07-15
PLN,0.603071576,1.658177967,2022-07-15
PEN,0.4964061,2.014479677,2022-07-15
USD,0.127385814,7.85016767,2022-07-16
EUR,0.12629306,7.918091447,2022-07-16
GBP,0.107344912,9.315765236,2022-07-16
INR,10.16212291,0.098404635,2022-07-16
AUD,0.187664456,5.328659569,2022-07-16
CAD,0.166095058,6.020648714,2022-07-16
SGD,0.178318144,5.607954271,2022-07-16
CHF,0.124343693,8.042225348,2022-07-16
MXN,2.617727276,0.382010765,2022-07-16
PHP,7.171887762,0.139433303,2022-07-16
PLN,0.60347615,1.657066314,2022-07-16
PEN,0.4962187,2.015240459,2022-07-16
USD,0.127383714,7.850297087,2022-07-17
EUR,0.126278068,7.919031501,2022-07-17
GBP,0.107404338,9.310610856,2022-07-17
INR,10.16308685,0.098395302,2022-07-17
AUD,0.188295779,5.310793504,2022-07-17
CAD,0.165982778,6.024721436,2022-07-17
SGD,0.178287098,5.608930841,2022-07-17
CHF,0.124444412,8.035716374,2022-07-17
MXN,2.61971189,0.381721366,2022-07-17
PHP,7.171739037,0.139436195,2022-07-17
PLN,0.603328788,1.657471051,2022-07-17
PEN,0.496136513,2.01557429,2022-07-17
USD,0.127386047,7.850153352,2022-07-18
EUR,0.125346849,7.977863077,2022-07-18
GBP,0.106232628,9.413303754,2022-07-18
INR,10.19198071,0.098116355,2022-07-18
AUD,0.186268636,5.368590349,2022-07-18
CAD,0.164583208,6.07595399,2022-07-18
SGD,0.177888602,5.621495629,2022-07-18
CHF,0.124372004,8.040394688,2022-07-18
MXN,2.597177479,0.385033371,2022-07-18
PHP,7.173086181,0.139410008,2022-07-18
PLN,0.598732952,1.670193694,2022-07-18
PEN,0.496042463,2.015956446,2022-07-18
USD,0.127390762,7.849862781,2022-07-19
EUR,0.124424126,8.037026529,2022-07-19
GBP,0.105973411,9.436329248,2022-07-19
INR,10.17882855,0.098243132,2022-07-19
AUD,0.184571311,5.417960119,2022-07-19
CAD,0.164222964,6.089282386,2022-07-19
SGD,0.177271046,5.641079132,2022-07-19
CHF,0.123373192,8.105488607,2022-07-19
MXN,2.60739142,0.383525079,2022-07-19
PHP,7.154080158,0.139780374,2022-07-19
PLN,0.592011773,1.689155597,2022-07-19
PEN,0.493795874,2.025128302,2022-07-19
USD,0.127387629,7.850055811,2022-07-20
EUR,0.124718201,8.018075918,2022-07-20
GBP,0.106278767,9.409217218,2022-07-20
INR,10.18953147,0.098139939,2022-07-20
AUD,0.184762633,5.4123498,2022-07-20
CAD,0.164031582,6.096386975,2022-07-20
SGD,0.177324471,5.639379564,2022-07-20
CHF,0.123846527,8.074509811,2022-07-20
MXN,2.607447859,0.383516777,2022-07-20
PHP,7.166267047,0.139542665,2022-07-20
PLN,0.594902688,1.680947186,2022-07-20
PEN,0.494210407,2.023429668,2022-07-20
USD,0.127403392,7.8490846,2022-07-21
EUR,0.12488963,8.007069939,2022-07-21
GBP,0.106447174,9.394331144,2022-07-21
INR,10.17511231,0.098279014,2022-07-21
AUD,0.184709544,5.413905407,2022-07-21
CAD,0.164130837,6.092700289,2022-07-21
SGD,0.177371182,5.637894426,2022-07-21
CHF,0.123501934,8.097039205,2022-07-21
MXN,2.632482919,0.379869511,2022-07-21
PHP,7.180099157,0.139273843,2022-07-21
PLN,0.593963209,1.683605963,2022-07-21
PEN,0.498357258,2.006592627,2022-07-21
USD,0.127404274,7.849030227,2022-07-22
EUR,0.124599876,8.025690176,2022-07-22
GBP,0.105998076,9.434133482,2022-07-22
INR,10.1729492,0.098299911,2022-07-22
AUD,0.18344621,5.451189218,2022-07-22
CAD,0.16386452,6.102602305,2022-07-22
SGD,0.176685686,5.659768036,2022-07-22
CHF,0.122483082,8.164392865,2022-07-22
MXN,2.612788643,0.382732833,2022-07-22
PHP,7.150546916,0.139849443,2022-07-22
PLN,0.590934785,1.69223411,2022-07-22
PEN,0.498646009,2.005430671,2022-07-22
USD,0.127411751,7.848569613,2022-07-23
EUR,0.124732381,8.017164358,2022-07-23
GBP,0.106155048,9.420183212,2022-07-23
INR,10.17368491,0.098292802,2022-07-23
AUD,0.183910895,5.437415752,2022-07-23
CAD,0.164576695,6.076194446,2022-07-23
SGD,0.176816085,5.655594055,2022-07-23
CHF,0.122791845,8.143863313,2022-07-23
MXN,2.616704126,0.382160134,2022-07-23
PHP,7.152867875,0.139804064,2022-07-23
PLN,0.591070547,1.691845423,2022-07-23
PEN,0.497458734,2.01021699,2022-07-23
USD,0.127417693,7.848203626,2022-07-24
EUR,0.12481276,8.012001337,2022-07-24
GBP,0.106140513,9.421473195,2022-07-24
INR,10.17615144,0.098268978,2022-07-24
AUD,0.184284751,5.426384957,2022-07-24
CAD,0.16452047,6.078270983,2022-07-24
SGD,0.176818467,5.655517876,2022-07-24
